STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,AGE,Age,SEX,Sex,HEALTH_PROF,Health profession,WORKER_STATUS,Worker status,HEALTH_PROF_ACTIVITY_STATUS,Health profession activity status,PRICE_BASE,Price base,TIME_PERIOD,Time period,OBS_VALUE,Observation value,DECIMALS,Decimals,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier,REF_YEAR_PRICE,Price reference year
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,NLD,Netherlands,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,16.62,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,NLD,Netherlands,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,17.1,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,NLD,Netherlands,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,16.99,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,NLD,Netherlands,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,16.86,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,LVA,Latvia,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2003,,5.01,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,LVA,Latvia,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2004,,4.91,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,LVA,Latvia,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2005,,5.03,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,LVA,Latvia,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2006,,4.77,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,LVA,Latvia,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2007,,4.63,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,LVA,Latvia,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2008,,4.9,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,LVA,Latvia,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2009,,5.36,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,LVA,Latvia,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2010,,5.32,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,LVA,Latvia,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2011,,5.43,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,LVA,Latvia,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2012,,5.57,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,LVA,Latvia,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2013,,5.32,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,LVA,Latvia,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2014,,5.27,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,LVA,Latvia,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,5.27,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,LVA,Latvia,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,5.4,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,LVA,Latvia,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,5.46,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,LVA,Latvia,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,5.44,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,LVA,Latvia,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,5.53,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,LVA,Latvia,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,5.74,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,LVA,Latvia,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,6.09,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,LVA,Latvia,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,6.12,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,COL,Colombia,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,3.94,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,COL,Colombia,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,4,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,COL,Colombia,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,4.06,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,COL,Colombia,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,4,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,COL,Colombia,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,4.04,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,COL,Colombia,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,3.89,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,COL,Colombia,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,4.59,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,COL,Colombia,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,4.39,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,ESP,Spain,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2003,,5.66,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,ESP,Spain,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2004,,5.74,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,ESP,Spain,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2005,,5.74,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,ESP,Spain,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2006,,5.91,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,ESP,Spain,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2007,,5.93,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,ESP,Spain,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2008,,6.14,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,ESP,Spain,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2009,,6.69,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,ESP,Spain,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2010,,7.09,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,ESP,Spain,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2011,,7.35,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,ESP,Spain,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2012,,7.44,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,ESP,Spain,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2013,,7.55,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,ESP,Spain,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2014,,7.67,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,ESP,Spain,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,7.59,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,ESP,Spain,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,7.64,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,ESP,Spain,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,7.71,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,ESP,Spain,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,7.74,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,ESP,Spain,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,7.82,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,ESP,Spain,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,8.29,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,ESP,Spain,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,8.38,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,ESP,Spain,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,8.5,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,KOR,Korea,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2008,,3.58,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,KOR,Korea,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2009,,4.25,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,KOR,Korea,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2010,,4.84,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,KOR,Korea,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2011,,5.42,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,KOR,Korea,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2012,,5.67,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,KOR,Korea,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2013,,6.19,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,KOR,Korea,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2014,,6.6,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,KOR,Korea,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2015,,6.8,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,KOR,Korea,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2016,,7.05,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,KOR,Korea,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2017,,7.19,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,KOR,Korea,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2018,,7.63,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,KOR,Korea,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2019,,8.13,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,KOR,Korea,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2020,,8.68,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,KOR,Korea,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2021,,9.29,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,KOR,Korea,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2022,,9.66,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,JPN,Japan,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2003,,8.19,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,JPN,Japan,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2004,,8.54,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,JPN,Japan,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2005,,8.98,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,JPN,Japan,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2006,,9.24,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,JPN,Japan,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2007,,9.36,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,JPN,Japan,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2008,,9.71,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,JPN,Japan,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2009,,10.23,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,JPN,Japan,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2010,,10.8,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,JPN,Japan,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2011,,11.15,,,,,,,,,,,,,
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_EMP_REAC@DF_REAC(1.0),Healthcare human resources,I,JPN,Japan,HSE,Health and social employment,PT_EMP,Percentage of employment,_Z,Not applicable,_Z,Not applicable,VQ,Human health and social work activities,_Z,Not applicable,_Z,Not applicable,_Z,Not applicable,2012,,11.65,,,,,,,,,,,,,
