STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,AGE,Age,SEX,Sex,STATISTICAL_OPERATION,Statistical operation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,HSPA,HSPA,METHODOLOGY,Calculation methodology,TIME_RANGE,Time range,DECIMALS,Decimals,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,DEU,Germany,A,Annual,RHPEXCLA,Regular doctor providing easy-to-understand explanations,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2016,,84.3,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,DEU,Germany,A,Annual,RHPEXCLA,Regular doctor providing easy-to-understand explanations,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2020,,93.7,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,JPN,Japan,A,Annual,HPRGOASK,Doctor giving opportunity to ask questions or raise concerns,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2014,,93.3,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,JPN,Japan,A,Annual,HPRGOASK,Doctor giving opportunity to ask questions or raise concerns,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2017,,93.3,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,SVN,Slovenia,A,Annual,HPRIPDEC,Doctor involving patients in decisions about care or treatment,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2021,,85,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,SVN,Slovenia,A,Annual,HPRIPDEC,Doctor involving patients in decisions about care or treatment,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2019,,84.5,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,AUS,Australia,A,Annual,RHPTIPAT,Regular doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2016,,91.6,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,AUS,Australia,A,Annual,RHPTIPAT,Regular doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2020,,87.3,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,AUS,Australia,A,Annual,RHPTIPAT,Regular doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2010,,85.4,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NZL,New Zealand,A,Annual,HPRIPDEC,Doctor involving patients in decisions about care or treatment,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2013,,89.1,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NZL,New Zealand,A,Annual,HPRIPDEC,Doctor involving patients in decisions about care or treatment,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2014,,89.8,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NZL,New Zealand,A,Annual,HPRIPDEC,Doctor involving patients in decisions about care or treatment,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2015,,87.4,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NLD,Netherlands,A,Annual,RHPTIPAT,Regular doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2010,,91.6,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NLD,Netherlands,A,Annual,RHPTIPAT,Regular doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2013,,85.3,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NLD,Netherlands,A,Annual,RHPTIPAT,Regular doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2016,,94.7,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NLD,Netherlands,A,Annual,RHPTIPAT,Regular doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2017,,93.3,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NLD,Netherlands,A,Annual,RHPTIPAT,Regular doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2018,,94.2,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NLD,Netherlands,A,Annual,RHPTIPAT,Regular doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2019,,94.2,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NLD,Netherlands,A,Annual,RHPTIPAT,Regular doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2020,,93.2,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NLD,Netherlands,A,Annual,RHPTIPAT,Regular doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2021,,94,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,EST,Estonia,A,Annual,HPRIPDEC,Doctor involving patients in decisions about care or treatment,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2019,,89.2,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,EST,Estonia,A,Annual,HPRIPDEC,Doctor involving patients in decisions about care or treatment,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2021,,85.3,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,EST,Estonia,A,Annual,HPRIPDEC,Doctor involving patients in decisions about care or treatment,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2022,,91.1,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,EST,Estonia,A,Annual,HPRIPDEC,Doctor involving patients in decisions about care or treatment,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2012,,77,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,EST,Estonia,A,Annual,HPRIPDEC,Doctor involving patients in decisions about care or treatment,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2013,,79.3,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,EST,Estonia,A,Annual,HPRIPDEC,Doctor involving patients in decisions about care or treatment,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2014,,80.3,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,EST,Estonia,A,Annual,HPRIPDEC,Doctor involving patients in decisions about care or treatment,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2015,,82.4,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NLD,Netherlands,A,Annual,RHPGOASK,Regular doctor giving opportunity to ask questions or raise concerns,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2022,,95.1,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NLD,Netherlands,A,Annual,RHPGOASK,Regular doctor giving opportunity to ask questions or raise concerns,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2010,,92.7,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NLD,Netherlands,A,Annual,RHPGOASK,Regular doctor giving opportunity to ask questions or raise concerns,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2016,,95.4,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NLD,Netherlands,A,Annual,RHPGOASK,Regular doctor giving opportunity to ask questions or raise concerns,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2017,,94.8,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NLD,Netherlands,A,Annual,RHPGOASK,Regular doctor giving opportunity to ask questions or raise concerns,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2018,,95.8,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NLD,Netherlands,A,Annual,RHPGOASK,Regular doctor giving opportunity to ask questions or raise concerns,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2019,,96.4,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NLD,Netherlands,A,Annual,RHPGOASK,Regular doctor giving opportunity to ask questions or raise concerns,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2020,,94.6,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,SWE,Sweden,A,Annual,RHPEXCLA,Regular doctor providing easy-to-understand explanations,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2013,,85.9,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,SWE,Sweden,A,Annual,RHPEXCLA,Regular doctor providing easy-to-understand explanations,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2016,,83.4,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,SWE,Sweden,A,Annual,RHPEXCLA,Regular doctor providing easy-to-understand explanations,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2020,,81.9,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NLD,Netherlands,A,Annual,RHPIPDEC,Regular doctor involving patients in decisions about care or treatment,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2021,,93.4,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NLD,Netherlands,A,Annual,RHPIPDEC,Regular doctor involving patients in decisions about care or treatment,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2022,,92.1,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NLD,Netherlands,A,Annual,RHPIPDEC,Regular doctor involving patients in decisions about care or treatment,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2010,,89.3,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NLD,Netherlands,A,Annual,RHPIPDEC,Regular doctor involving patients in decisions about care or treatment,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2013,,84.6,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NLD,Netherlands,A,Annual,RHPIPDEC,Regular doctor involving patients in decisions about care or treatment,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2016,,91.3,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NLD,Netherlands,A,Annual,RHPIPDEC,Regular doctor involving patients in decisions about care or treatment,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2017,,91.9,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NLD,Netherlands,A,Annual,RHPIPDEC,Regular doctor involving patients in decisions about care or treatment,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2018,,92.7,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NLD,Netherlands,A,Annual,RHPIPDEC,Regular doctor involving patients in decisions about care or treatment,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2019,,93.3,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NOR,Norway,A,Annual,RHPEXCLA,Regular doctor providing easy-to-understand explanations,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2016,,83.7,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NOR,Norway,A,Annual,RHPEXCLA,Regular doctor providing easy-to-understand explanations,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2020,,90.1,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,NOR,Norway,A,Annual,RHPEXCLA,Regular doctor providing easy-to-understand explanations,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2010,,88.8,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,SWE,Sweden,A,Annual,RHPIPDEC,Regular doctor involving patients in decisions about care or treatment,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2013,,81,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,SWE,Sweden,A,Annual,RHPIPDEC,Regular doctor involving patients in decisions about care or treatment,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2016,,79.5,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,SWE,Sweden,A,Annual,RHPIPDEC,Regular doctor involving patients in decisions about care or treatment,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2020,,68.5,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,GBR,United Kingdom,A,Annual,RHPTIPAT,Regular doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2020,,72.7,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,GBR,United Kingdom,A,Annual,RHPTIPAT,Regular doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2010,,88.8,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,GBR,United Kingdom,A,Annual,RHPTIPAT,Regular doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2013,,86.8,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,EST,Estonia,A,Annual,RHPTIPAT,Regular doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2015,,91.8,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,EST,Estonia,A,Annual,RHPTIPAT,Regular doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2016,,83.6,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,EST,Estonia,A,Annual,RHPTIPAT,Regular doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2019,,91.5,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,EST,Estonia,A,Annual,RHPTIPAT,Regular doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2012,,81.3,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,EST,Estonia,A,Annual,RHPTIPAT,Regular doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2013,,82.2,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,EST,Estonia,A,Annual,HPREXCLA,Doctor providing easy-to-understand explanations,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2013,,87.7,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,EST,Estonia,A,Annual,HPREXCLA,Doctor providing easy-to-understand explanations,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2014,,86.7,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,EST,Estonia,A,Annual,HPREXCLA,Doctor providing easy-to-understand explanations,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2015,,90.6,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,EST,Estonia,A,Annual,HPREXCLA,Doctor providing easy-to-understand explanations,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2016,,86.5,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,EST,Estonia,A,Annual,HPREXCLA,Doctor providing easy-to-understand explanations,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2019,,93.5,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,EST,Estonia,A,Annual,HPREXCLA,Doctor providing easy-to-understand explanations,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2021,,97.9,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,EST,Estonia,A,Annual,HPREXCLA,Doctor providing easy-to-understand explanations,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2022,,93.4,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,EST,Estonia,A,Annual,HPREXCLA,Doctor providing easy-to-understand explanations,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2008,,72.2,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,EST,Estonia,A,Annual,HPREXCLA,Doctor providing easy-to-understand explanations,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2009,,81.2,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,EST,Estonia,A,Annual,HPREXCLA,Doctor providing easy-to-understand explanations,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2010,,74.2,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,EST,Estonia,A,Annual,HPREXCLA,Doctor providing easy-to-understand explanations,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2011,,84.1,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,USA,United States,A,Annual,RHPIPDEC,Regular doctor involving patients in decisions about care or treatment,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2020,,89.1,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,USA,United States,A,Annual,RHPIPDEC,Regular doctor involving patients in decisions about care or treatment,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2010,,87.2,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,USA,United States,A,Annual,RHPIPDEC,Regular doctor involving patients in decisions about care or treatment,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2013,,84.4,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,CHE,Switzerland,A,Annual,RHPTIPAT,Regular doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2013,,84.5,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,CHE,Switzerland,A,Annual,RHPTIPAT,Regular doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2016,,87.4,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,CHE,Switzerland,A,Annual,RHPTIPAT,Regular doctor spending enough time with patients during the consultation,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2020,,86.3,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,CHE,Switzerland,A,Annual,RHPEXCLA,Regular doctor providing easy-to-understand explanations,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2016,,91.2,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_PE(1.0),Patient experiences,I,CHE,Switzerland,A,Annual,RHPEXCLA,Regular doctor providing easy-to-understand explanations,PT_PAT,Percentage of patients,Y_GE16,16 years or over,_T,Total,VALUEW,Weighted value,2020,,92,,,,_Z,Not applicable,,,1,One,,,,,,,0,Units
