STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,ORIGIN,Origin,TRAINING_PLACE,Place of training,HEALTH_PROF,Health profession,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,GBR,United Kingdom,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2020,,30.76,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,GBR,United Kingdom,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2021,,31.89,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,AUS,Australia,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2007,,23.635,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,AUS,Australia,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2008,,23.937,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,AUS,Australia,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2009,,25.823,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,AUS,Australia,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2012,,33.076,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,AUS,Australia,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2013,,29.701,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,AUS,Australia,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2014,,31.734,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,AUS,Australia,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2015,,32.349,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,AUS,Australia,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2016,,32.678,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,AUS,Australia,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2017,,32.074,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,AUS,Australia,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2018,,32.46,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,AUS,Australia,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2019,,32.543,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,AUS,Australia,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2020,,32.3,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,AUS,Australia,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2021,,32.19,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,AUS,Australia,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2022,,31.88,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,EST,Estonia,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2009,,0.01,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,EST,Estonia,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2010,,0.03,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,EST,Estonia,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2011,,0.03,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,EST,Estonia,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2012,,0.03,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,EST,Estonia,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2013,,0.03,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,EST,Estonia,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2014,,0.03,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,EST,Estonia,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2015,,0.06,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,EST,Estonia,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2016,,0.08,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,EST,Estonia,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2017,,0.12,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,EST,Estonia,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2018,,0.15,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,EST,Estonia,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2019,,0.16,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,EST,Estonia,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2020,,0.18,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,EST,Estonia,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2021,,0.2,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,EST,Estonia,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2022,,0.21,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,HUN,Hungary,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2004,,7.69,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,HUN,Hungary,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2005,,7.7,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,HUN,Hungary,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2006,,7.69,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,HUN,Hungary,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2007,,7.7,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,HUN,Hungary,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2008,,7.71,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,HUN,Hungary,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2009,,7.68,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,HUN,Hungary,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2010,,7.73,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,HUN,Hungary,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2011,,7.66,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,HUN,Hungary,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2012,,7.43,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,HUN,Hungary,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2013,,7.56,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,HUN,Hungary,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2014,,7.57,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,HUN,Hungary,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2015,,7.79,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,HUN,Hungary,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2016,,7.8,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,HUN,Hungary,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2017,,8.03,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,HUN,Hungary,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2018,,8.08,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,HUN,Hungary,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2019,,8.21,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,HUN,Hungary,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2020,,8.18,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,HUN,Hungary,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2021,,8.19,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,HUN,Hungary,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2022,,8.24,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,NLD,Netherlands,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2003,,1.981,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,NLD,Netherlands,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2004,,1.943,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,NLD,Netherlands,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2005,,2.08,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,NLD,Netherlands,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2006,,2.089,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,NLD,Netherlands,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2007,,2.189,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,NLD,Netherlands,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2008,,2.312,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,NLD,Netherlands,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2009,,2.487,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,NLD,Netherlands,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2010,,2.626,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,NLD,Netherlands,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2011,,2.603,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,NLD,Netherlands,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2012,,2.08,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,NLD,Netherlands,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2013,,2.051,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,NLD,Netherlands,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2014,,2.128,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,NLD,Netherlands,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2015,,2.178,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,NLD,Netherlands,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2016,,2.218,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,NLD,Netherlands,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2017,,2.744,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,NLD,Netherlands,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2018,,3.21,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,NLD,Netherlands,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2019,,3.583,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,NLD,Netherlands,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2020,,3.565,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,NLD,Netherlands,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2021,,3.616,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,NLD,Netherlands,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,PHYS,Physicians,2022,,3.699,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,TUR,Türkiye,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2003,,0.09,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,TUR,Türkiye,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2004,,0.11,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,TUR,Türkiye,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2005,,0.13,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,TUR,Türkiye,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2006,,0.14,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,TUR,Türkiye,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2007,,0.14,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,TUR,Türkiye,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2008,,0.14,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,TUR,Türkiye,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2009,,0.15,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,TUR,Türkiye,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2010,,0.14,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,TUR,Türkiye,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2011,,0.15,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,TUR,Türkiye,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2012,,0.18,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,TUR,Türkiye,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2013,,0.23,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,TUR,Türkiye,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2014,,0.28,,,,,,,,,,0,Zero
DATAFLOW,OECD.ELS.HD:DSD_HEALTH_WFMI@DF_HEALTH_WFMI(1.0),Health workforce migration,I,TUR,Türkiye,A,Annual,HW,Health workforce stock,PT_WR_PRF_HLTH,Percentage of workers in the same health profession,W,World,FOREIGN,Foreign,MINU,Nurses,2015,,0.3,,,,,,,,,,0,Zero
